comment,replies,date,user_name
oscar  winnig tears🔥🎬,[],2025-01-14T13:13:58Z,@HocineBoukazi-n9j
We should not be talking about this now. Ukraine needs more money and they need us,[],2025-01-14T12:59:30Z,@raphael3620
https://youtube.com/shorts/6WLdBKSlypo?si=fvmb5FBjs8v9oXkK,[],2025-01-14T12:58:23Z,@Shaybob1388
boo hoo. why has no one talking about the innocent animals,[],2025-01-14T12:50:18Z,@kloveshimself
"Zionists first enslaved the American people and then drenched the world in blood. Homeless, hungry, people without healthcare, racist police. We are surprised and a little sorry for you!",[],2025-01-14T12:43:17Z,@memetkulolmaz1559
"Someone is behind this, This has something to do with Trump  asva president",[],2025-01-14T12:40:56Z,@CindyGumede-x7c
🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,[],2025-01-14T12:39:45Z,@MdMohiddinkhan-i6c
I pray that delta smelt is okay.  🐟,[],2025-01-14T12:39:23Z,@johnward43
"Do you still love Lilith,  Baal? How does it feel? Who is sacrificing who now? 😂",[],2025-01-14T12:30:52Z,@Mike-o7o4c
CNN is pure garbage !,[],2025-01-14T12:28:54Z,@Pancho-villa666
"The 🐔 came back 🏡 to 🐓.
Evil deeds generally don't go unpunished. Sorry for ONLY those residents of Cali who're not complicit with their imperialist government's funding, aiding and abetting of genocide against (Palestinians) humanity!

Palestinians and all US victims shall be free from the fangs of the United States Imperialist Government!",[],2025-01-14T12:26:50Z,@XY-rh3if
The daughter was already dead! Wtf why focus on that???????,[],2025-01-14T12:19:47Z,@Sonichedgehog2482
"The Los Angeles wildfires were really cruel.  People’s houses were burned down.  Many people's wealth was burned.  The insurance company is expected to pay a lot.  Mountain fire is merciless, but there is love in the world.  The U.S. government is providing guarantees from behind.  I believe it won’t take long for their homes to be rebuilt.  People in Los Angeles are relatively depressed now.  Faced with the bad environment, they also have a lot of complaints and accusations.  we can feel it too.Blessings to Angelenos.",[],2025-01-14T12:17:27Z,@振华李-w2t
This is what happens when you support bombs and weapons being sent to kill innocent children in Gaza..,[],2025-01-14T12:16:28Z,@HybridCalis_Training
"this won't happen in China,US gov created an external enemy to United its people,but cant even fight the fire, where are the marvel hero's and caption american?",['I pray for the people whom lost their home!'],2025-01-14T12:14:01Z,@FanFan-lx3ge
Elections  Have Consequences. DEI. Hydrants Dry!,[],2025-01-14T12:09:15Z,@smileydavis73
Now it is looking like Palestine,[],2025-01-14T12:03:49Z,@ItxZainee
"This is what less regulation, less federal involvement gets you. You want all the cakes and eat them too? They're baked with ashes and your super entitled tears now.",[],2025-01-14T12:00:33Z,@TrixiLovesYou
Like same Gaza,[],2025-01-14T11:56:20Z,@SheikhSolaiman-g1j
"Remember Gaza.🇵🇸🇵🇸
Remember the 55,000 innocent civilians who were killed, most of them women and children.
Remember when President Trump said that if the Israeli captives were not returned, the Middle East would ignite—a message from God to you.
Remember that children in Gaza died from hunger, were burned alive in the intense summer heat, and froze to death in the bitter winter as their blood froze in their veins.
Remember that the Israeli occupation's airstrikes targeted innocent civilians, mosques, and worshippers while they prayed.
Remember that humanitarian organizations, child relief agencies, doctors' groups, and the Red Cross rush to save you, but no one moves to help the innocent children of Gaza.
Remember that Palestine is Arab, and the ""Al-Aqsa Flood"" is the rightful effort of the land's owners to liberate their territories.
Remember that you support a war criminal who is internationally wanted for arrest, and instead of supporting his terrorist government, you should hold him accountable.
Remember that in Gaza, entire families have been wiped off the civil registry due to indiscriminate bombings over the heads of children and civilians.
Remember that Arabs never attacked your countries; it is you who occupy our Arab lands.
Remember that you are waging war against Palestine, Yemen, and Lebanon on behalf of a mercenary Zionist occupation army, one that fights not for honor or heritage but for money.
Remember that the world's people are now strongly criticizing you in every country, and we see all these criticisms broadcast on screens, even from within your ministries, parliaments, and institutions.
Do not make the world hate you more than it already does.
Do not become accomplices to the Zionists. If you truly support them without limits, give them a part of your land in America to live on, instead of allowing them to usurp Middle Eastern lands.
You may not believe in Islam, but whatever your religion, your holy books do not command the killing of innocent people, especially children.
In Gaza, every form of death has occurred, with the highest number of limb amputations in the world performed without anesthesia, without treatment, and without hospitals.
There are no hospitals, no medicine, no clean drinking water, no food, and no safe or warm place. Everything is at risk of being erased with no morning light to follow.
Do not be racist. Gaza's children have fair skin, blonde hair, and beautiful faces—disfigured by the occupation army. They have the right to live just like you.
When Gaza burns every day, we do not see firefighters, doctors, or ambulances rushing to help, because all of them are targeted daily.
Wake up, people of the world! Open your eyes! You are destroying humanity, crushing human emotions, and planting cruelty and hatred in our hearts.
Bring peace to every place, so perhaps God will spare you from His severe wrath.🇵🇸
Stop Gaza war. God will stop wind in California",[],2025-01-14T11:56:08Z,@gabbartakkar3601
It feels like the nightmare will never end ...said the palastinians in gaza and west bank being bomded day and night by US weapons,[],2025-01-14T11:50:15Z,@ahmedosama1457
godless town,[],2025-01-14T11:43:40Z,@yureiraida
"They have wronged the innocent a lot, supported the criminals a lot, killed a lot, and transgressed a lot, so Allah made them taste a little of His punishment and justice, after a long patience & tolerance..!
¿ Will they learn a lesson..?! 
Oh Allah, no gloating.!

Do not be deceived by their saying that the fires are a deliberate criminal act or a conspiracy, because by doing so they want to distract people's minds from Allah's punishment so that they can continue their crimes. Will their lies fool the people or will the people rise up to liberate America..!",[],2025-01-14T11:40:05Z,@Sam.B.955
No ceasefire? No mercy?,[],2025-01-14T11:39:10Z,@IshratSharif-e2o
"I think it’s so unfair that that looters are not allowed in there to loot. They are very needy people who just need to survive, come on !",[],2025-01-14T11:34:28Z,@duncan4358
Look alike Hiroshima of Japan after US dropped the atom bomb.,[],2025-01-14T11:22:06Z,@benaw1941
"Blame Trump for this because he asked for it. He said he would make all hell fire comes out in the Middle East if the hostages not freed in Gaza by the time he appointed as the President. Well, I guess the hellfire came out earlier than the schedule as a big warm welcome for Trump.",[],2025-01-14T11:14:41Z,@udanis66
أين جيشك  ياأمريكا  قولي لإسرائيل المساعدة😂😊,[],2025-01-14T11:13:06Z,@الشريفطاجين-ق5ص
أين جيشك  ياأمريكا  قولي لإسرائيل المساعدة,[],2025-01-14T11:13:03Z,@الشريفطاجين-ق5ص
Stay Strong LA....god bless you all....,[],2025-01-14T11:12:47Z,@nellceyj5321
أخرجي قوتك أمريكا,[],2025-01-14T11:08:53Z,@الشريفطاجين-ق5ص
USA  STOP sending weapons to israel to make PALESTINIANS HOMELESS,[],2025-01-14T11:05:37Z,@hayatuabubakar1301
أول مرة أتابع هذه القناة  .لارى  ماذا  فعل الحريق بالكفار أعداء الله  وأعداء الشعوب  الإسلامية  وبأهل  غزة وسوريا  .لقد مرى عليكم  القليل وبقي الكثير من الجحيم وعند الله ويوم الحساب أكثر وسعير  😂,[],2025-01-14T11:04:50Z,@الشريفطاجين-ق5ص
"Isn’t it curious how some Hollywood elites, who frequently mock faith and values, now face challenges that remind us all of life’s deeper truths? Perhaps it's worth reflecting on humility and respect for beliefs that offer hope and resilience.",[],2025-01-14T11:04:47Z,@elkanaajowi9093
God punishment,[],2025-01-14T11:03:25Z,@easypesy9169
Singing Eagles - Hotel California would never be the same again. Sending condolences to all the bereaved family.,[],2025-01-14T10:47:59Z,@achenyanthan5431
Make artificial rain,[],2025-01-14T10:43:30Z,@nirale4046
"Mungkin api akan padam ketika orang2 amerika banyak yg berkata dengan sungguh2 berkata ""jika tuhan turunkan hujan api akan padam """,[],2025-01-14T10:42:19Z,@yadisunja5284
California is woke so i dont feel sorry for them. Blue state :) 😀 🎉😂,"[""I could't agree more 😁😁😁😁😁😁😁😁😁😁"", '🤡']",2025-01-14T10:21:57Z,@ganeshchidambar3299
Celebs crying over one burned house they might visit once a year. Unlike permanent residents who lost everything. But yet your mayor spews DEI. Time to release the wokey firefighters and trans activists to be brave amid tragedy,[],2025-01-14T10:14:32Z,@donovanvanheerden9496
Return to god,[],2025-01-14T10:10:54Z,@SamirMouhanad
Why not call ISRAEL to help you???? Why??,[],2025-01-14T10:08:33Z,@rahmidiajenk8955
'godless town' says the Golden Globes,[],2025-01-14T10:08:26Z,@dennis632
"But hey, fire fighting aside, after all, LA Fire Department has a very impressive gender and ethnical employee distribution, which is what really counts!",[],2025-01-14T10:07:08Z,@andersnilsson973
What happened in gaza in a year happened there in 3days. Thats what you get by bombing children. And worst is to come.,[],2025-01-14T09:53:02Z,@mouadlotfi510
so the Americans who made fun of bombing Japan by mixing two movies into Barbenheimer memes now have the capital of the film industry leveled by fires and covered in pink dust. how things have changed,"[""The barbenheimer memes were about two blockbuster movies that were popular \n\nYeah the bombing of Japan was joked about but it wasn't entirely about that""]",2025-01-14T09:52:04Z,@moschettiflavio3635
"What has Trump done to help? Who's the real ""Enemy from within"" now?",[],2025-01-14T09:42:07Z,@MAGAMANIAC4Life
